Agency,AgencyFull,Country,Total,FirstHalf,SecondHalf,SubSector,Sector,AgencyType,Ccode
Guardianship Service (MoJ),Guardianship Service (MoJ),Belgium,1,,,Coordination,Coordination,UN,Belgium
Guardianship Service (MoJ),Guardianship Service (MoJ),Belgium,1,,,BIA,BIA,UN,Belgium
Aliens Office (under MoI),Aliens Office (under MoI),Belgium,1,,,BIA,BIA,UN,Belgium
Aliens Office (under MoI),Aliens Office (under MoI),Belgium,1,,,BID,BID,UN,Belgium
Caritas NGO,Caritas NGO,Belgium,1,,,Other direct assistance,Other direct assistance,UN,Belgium
Minor Ndako,Minor Ndako,Belgium,1,,,Child Friendly Spaces,Child Friendly Spaces,UN,Belgium
Synergie 14,Synergie 14,Belgium,1,,,Safe accomodation,Safe accomodation,NGO,Belgium
Mentor Escale,Mentor Escale,Belgium,1,,,Integration,Integration,NGO,Belgium
Kinderrechtencoalitie (Network of 28 Flemich NGOs),Kinderrechtencoalitie (Network of 28 Flemich NGOs),Belgium,1,,,Advocacy,Advocacy,NGO,Belgium
Fedasil (Federal Reception Agency),Fedasil (Federal Reception Agency),Belgium,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,UN,Belgium
SOS Jeunes,SOS Jeunes,Belgium,1,,,Other direct assistance,Other direct assistance,UN,Belgium
Service Droit des Jeunes,Service Droit des Jeunes,Belgium,1,,,Child Protection Monitoring,Child Protection Monitoring,UN,Belgium
Ulysse SSM (Mental Health Service),Ulysse SSM (Mental Health Service),Belgium,1,,,Psychosocial Support,Psychosocial Support,UN,Belgium
Exil (Mental Health Service),Exil (Mental Health Service),Belgium,1,,,Psychosocial Support,Psychosocial Support,,Belgium
Child Focus,Child Focus,Belgium,1,,,Other,Other,,Belgium
Flanders Red Cross,Flanders Red Cross,Belgium,1,,,Restoring family links,Restoring family links,,Belgium
Croix Rouge de Belgique,Croix Rouge de Belgique,Belgium,1,,,Restoring family links,Restoring family links,,Belgium
UNHCR,UNHCR,Ireland,1,,,Advocacy,Advocacy,,Ireland
UNHCR,UNHCR,Ireland,1,,,Advocacy,Advocacy,,Ireland
Nasc,Nasc,Ireland,1,,,Advocacy,Advocacy,,Ireland
Jesuit Refugee Service,Jesuit Refugee Service,Ireland,1,,,Advocacy,Advocacy,,Ireland
Children's Rights Alliance,Children's Rights Alliance,Ireland,1,,,Advocacy,Advocacy,,Ireland
Spirasi,Spirasi,Ireland,1,,,Advocacy,Advocacy,,Ireland
Core Group of Asylum Seekers and Refugees,Core Group of Asylum Seekers and Refugees,Ireland,1,,,Advocacy,Advocacy,,Ireland
Irish Red Cross,Irish Red Cross,Ireland,1,,,Family Tracing,Family Tracing,,Ireland
UNHCR,UNHCR,Ireland,1,,,Improving reception facilities,Improving reception facilities,,Ireland
UNHCR,UNHCR,Ireland,1,,,Resettlement,Resettlement,,Ireland
UNHCR,UNHCR,Ireland,1,,,Restoring family links,Restoring family links,,Ireland
IOM,IOM,Ireland,1,,,Restoring family links,Restoring family links,,Ireland
Irish Red Cross,Irish Red Cross,Ireland,1,,,Restoring family links,Restoring family links,,Ireland
UNHCR & ASAM,UNHCR & ASAM,Turkey,1,,,Advocacy,Advocacy,,Turkey
ASAM,ASAM,Turkey,1,,,Border Monitoring,Border Monitoring,,Turkey
UNHCR,UNHCR,Turkey,1,,,Capacity Building,Capacity Building,,Turkey
UNICEF & ASAM,UNICEF & ASAM,Turkey,1,,,Child Friendly Spaces,Child Friendly Spaces,,Turkey
UNHCR & ASAM,UNHCR & ASAM,Turkey,1,,,Child Protection Monitoring,Child Protection Monitoring,,Turkey
UNICEF & ASAM,UNICEF & ASAM,Turkey,1,,,Child Protection Monitoring,Child Protection Monitoring,,Turkey
UNICEF & ASAM,UNICEF & ASAM,Turkey,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Turkey
UNICEF & ASAM,UNICEF & ASAM,Turkey,1,,,Legal Counselling,Legal Counselling,,Turkey
UNICEF & ASAM,UNICEF & ASAM,Turkey,1,,,Psychosocial Support,Psychosocial Support,,Turkey
UNICEF & ASAM,UNICEF & ASAM,Turkey,1,,,Capacity Building,Capacity Building,,Turkey
ASAM,ASAM,Turkey,1,,,Communication with Children,Communication with Children,,Turkey
UNHCR,UNHCR,Turkey,1,,,Coordination,Coordination,,Turkey
UNHCR & ASAM,UNHCR & ASAM,Turkey,1,,,Detention Monitoring,Detention Monitoring,,Turkey
ASAM,ASAM,Turkey,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Turkey
UNHCR & ASAM,UNHCR & ASAM,Turkey,1,,,Legal Counselling,Legal Counselling,,Turkey
ASAM,ASAM,Turkey,1,,,Psychosocial Support,Psychosocial Support,,Turkey
MoFSP,MoFSP,Turkey,1,,,Safe accomodation,Safe accomodation,,Turkey
UNHCR & ASAM,UNHCR & ASAM,Turkey,1,,,Border Monitoring,Border Monitoring,,Turkey
UNHCR & ASAM,UNHCR & ASAM,Turkey,1,,,Child Protection Monitoring,Child Protection Monitoring,,Turkey
ASAM,ASAM,Turkey,1,,,Communication with Children,Communication with Children,,Turkey
UNHCR & ASAM,UNHCR & ASAM,Turkey,1,,,Coordination,Coordination,,Turkey
UNHCR & ASAM,UNHCR & ASAM,Turkey,1,,,Detention Monitoring,Detention Monitoring,,Turkey
ASAM,ASAM,Turkey,1,,,Family Tracing,Family Tracing,,Turkey
UNHCR & ASAM,UNHCR & ASAM,Turkey,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Turkey
ASAM,ASAM,Turkey,1,,,Medical assistance,Medical assistance,,Turkey
ASAM,ASAM,Turkey,1,,,Other direct assistance,Other direct assistance,,Turkey
ASAM,ASAM,Turkey,1,,,Psychosocial Support,Psychosocial Support,,Turkey
UNHCR & ASAM,UNHCR & ASAM,Turkey,1,,,Safe accomodation,Safe accomodation,,Turkey
UNHCR & ASAM,UNHCR & ASAM,Turkey,1,,,BIA,BIA,,Turkey
ASAM,ASAM,Turkey,1,,,Improving reception facilities,Improving reception facilities,,Turkey
UNHCR & ASAM,UNHCR & ASAM,Turkey,1,,,Voluntary return,Voluntary return,,Turkey
UNICEF & ASAM,UNICEF & ASAM,Turkey,1,,,Child Protection Monitoring,Child Protection Monitoring,,Turkey
UNICEF & ASAM,UNICEF & ASAM,Turkey,1,,,Child Friendly Spaces,Child Friendly Spaces,,Turkey
UNICEF & ASAM,UNICEF & ASAM,Turkey,1,,,Communication with Children,Communication with Children,,Turkey
UNICEF & ASAM,UNICEF & ASAM,Turkey,1,,,Legal Counselling,Legal Counselling,,Turkey
UNICEF & ASAM,UNICEF & ASAM,Turkey,1,,,Psychosocial Support,Psychosocial Support,,Turkey
UNICEF & ASAM,UNICEF & ASAM,Turkey,1,,,Other direct assistance,Other direct assistance,,Turkey
UNICEF,UNICEF,Serbia,1,,,Advocacy,Advocacy,,Serbia
UNICEF,UNICEF,Serbia,1,,,Coordination,Coordination,,Serbia
UNICEF,UNICEF,Serbia,1,,,Child Friendly Spaces,Child Friendly Spaces,,Serbia
UNICEF,UNICEF,Serbia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Serbia
UNICEF,UNICEF,Serbia,1,,,Other direct assistance,Other direct assistance,,Serbia
UNICEF,UNICEF,Serbia,1,,,Psychosocial Support,Psychosocial Support,,Serbia
UNICEF,UNICEF,Serbia,1,,,Other,Other,,Serbia
Danish Refugee Council (DRC),Danish Refugee Council (DRC),Serbia,1,,,Advocacy,Advocacy,,Serbia
Danish Refugee Council (DRC),Danish Refugee Council (DRC),Serbia,1,,,Child Friendly Spaces,Child Friendly Spaces,,Serbia
Save the Children in partnership with the Centre for Youth Integration,Save the Children in partnership with the Centre for Youth Integration,Serbia,1,,,Child Friendly Spaces,Child Friendly Spaces,,Serbia
UNICEF,UNICEF,Serbia,1,,,Child Protection Monitoring,Child Protection Monitoring,,Serbia
UNHCR,UNHCR,Serbia,1,,,Child Protection Monitoring,Child Protection Monitoring,,Serbia
UNHCR,UNHCR,Serbia,1,,,Family Tracing,Family Tracing,,Serbia
UNHCR,UNHCR,Serbia,1,,,Psychosocial Support,Psychosocial Support,,Serbia
Indigo,Indigo,Serbia,1,,,Psychosocial Support,Psychosocial Support,,Serbia
Danish Refugee Council (DRC),Danish Refugee Council (DRC),Serbia,1,,,Other direct assistance,Other direct assistance,,Serbia
UNHCR,UNHCR,Serbia,1,,,BIA,BIA,,Serbia
UNICEF,UNICEF,Serbia,1,,,BIA,BIA,,Serbia
UNICEF,UNICEF,Serbia,1,,,Capacity Building,Capacity Building,,Serbia
UNHCR,UNHCR,Serbia,1,,,Integration,Integration,,Serbia
UNICEF,UNICEF,Serbia,1,,,Integration,Integration,,Serbia
Save the Children,Save the Children,Serbia,1,,,Psychosocial Support,Psychosocial Support,,Serbia
Terre des Hommes,Terre des Hommes,Serbia,1,,,Psychosocial Support,Psychosocial Support,,Serbia
Novi Sad Humanitarian Center,Novi Sad Humanitarian Center,Serbia,1,,,Psychosocial Support,Psychosocial Support,,Serbia
SOS Children's Village,SOS Children's Village,Serbia,1,,,Child Friendly Spaces,Child Friendly Spaces,,Serbia
ADRA Serbia,ADRA Serbia,Serbia,1,,,Psychosocial Support,Psychosocial Support,,Serbia
Praxis,Praxis,Serbia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Serbia
World Vision,World Vision,Serbia,1,,,Family Tracing,Family Tracing,,Serbia
IOM,IOM,Serbia,1,,,Voluntary return,Voluntary return,,Serbia
UNICEF,UNICEF,Serbia,1,,,Improving reception facilities,Improving reception facilities,,Serbia
UNHCR,UNHCR,Serbia,1,,,Improving reception facilities,Improving reception facilities,,Serbia
UNHCR,UNHCR,Serbia,1,,,Strategic Litigation,Strategic Litigation,,Serbia
BCHR,BCHR,Serbia,1,,,Strategic Litigation,Strategic Litigation,,Serbia
Danish Refugee Council (DRC),Danish Refugee Council (DRC),Serbia,1,,,Awareness Raising and Information Dissemination,Awareness Raising and Information Dissemination,,Serbia
Danish Refugee Council (DRC),Danish Refugee Council (DRC),Serbia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Serbia
Danish Refugee Council (DRC),Danish Refugee Council (DRC),Serbia,1,,,Legal Counselling,Legal Counselling,,Serbia
Danish Refugee Council (DRC),Danish Refugee Council (DRC),Serbia,1,,,Psychosocial Support,Psychosocial Support,,Serbia
Danish Refugee Council (DRC),Danish Refugee Council (DRC),Serbia,1,,,Child Trafficking,Child Trafficking,,Serbia
Save the Children,Save the Children,Serbia,1,,,Awareness Raising and Information Dissemination,Awareness Raising and Information Dissemination,,Serbia
Save the Children,Save the Children,Serbia,1,,,Capacity Building,Capacity Building,,Serbia
Save the Children,Save the Children,Serbia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Serbia
Praxis,Praxis,Serbia,1,,,Awareness Raising and Information Dissemination,Awareness Raising and Information Dissemination,,Serbia
Asylum Info Center,Asylum Info Center,Serbia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Serbia
Praxis,Praxis,Serbia,1,,,Family Tracing,Family Tracing,,Serbia
Praxis,Praxis,Serbia,1,,,Advocacy,Advocacy,,Serbia
Praxis,Praxis,Serbia,1,,,Dublin Family Reunification,Dublin Family Reunification,,Serbia
Asylum Info Center,Asylum Info Center,Serbia,1,,,Awareness Raising and Information Dissemination,Awareness Raising and Information Dissemination,,Serbia
Asylum Info Center,Asylum Info Center,Serbia,1,,,Legal Counselling,Legal Counselling,,Serbia
Asylum Info Center,Asylum Info Center,Serbia,1,,,Advocacy,Advocacy,,Serbia
Asylum Info Center,Asylum Info Center,Serbia,1,,,Other direct assistance,Other direct assistance,,Serbia
Asylum Info Center,Asylum Info Center,Serbia,1,,,Other,Other,,Serbia
Asylum Info Center,Asylum Info Center,Serbia,1,,,Psychosocial Support,Psychosocial Support,,Serbia
Asylum Info Center,Asylum Info Center,Serbia,1,,,Child Trafficking,Child Trafficking,,Serbia
Group 484,Group 484,Serbia,1,,,Child Protection Monitoring,Child Protection Monitoring,,Serbia
Humanitarian Centre for Integration and Tolerance,Humanitarian Centre for Integration and Tolerance,Serbia,1,,,Awareness Raising and Information Dissemination,Awareness Raising and Information Dissemination,,Serbia
Humanitarian Centre for Integration and Tolerance,Humanitarian Centre for Integration and Tolerance,Serbia,1,,,Family Tracing,Family Tracing,,Serbia
Humanitarian Centre for Integration and Tolerance,Humanitarian Centre for Integration and Tolerance,Serbia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Serbia
Humanitarian Centre for Integration and Tolerance,Humanitarian Centre for Integration and Tolerance,Serbia,1,,,Psychosocial Support,Psychosocial Support,,Serbia
Humanitarian Centre for Integration and Tolerance,Humanitarian Centre for Integration and Tolerance,Serbia,1,,,Advocacy,Advocacy,,Serbia
Humanitarian Centre for Integration and Tolerance,Humanitarian Centre for Integration and Tolerance,Serbia,1,,,Child Protection Monitoring,Child Protection Monitoring,,Serbia
Humanitarian Centre for Integration and Tolerance,Humanitarian Centre for Integration and Tolerance,Serbia,1,,,Dublin Family Reunification,Dublin Family Reunification,,Serbia
Humanitarian Centre for Integration and Tolerance,Humanitarian Centre for Integration and Tolerance,Serbia,1,,,Legal Counselling,Legal Counselling,,Serbia
Humanitarian Centre for Integration and Tolerance,Humanitarian Centre for Integration and Tolerance,Serbia,1,,,Other direct assistance,Other direct assistance,,Serbia
Humanitarian Centre for Integration and Tolerance,Humanitarian Centre for Integration and Tolerance,Serbia,1,,,Other,Other,,Serbia
Novi Sad Humanitarian Center,Novi Sad Humanitarian Center,Serbia,1,,,Awareness Raising and Information Dissemination,Awareness Raising and Information Dissemination,,Serbia
Novi Sad Humanitarian Center,Novi Sad Humanitarian Center,Serbia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Serbia
Novi Sad Humanitarian Center,Novi Sad Humanitarian Center,Serbia,1,,,Child Trafficking,Child Trafficking,,Serbia
World Vision,World Vision,Serbia,1,,,Awareness Raising and Information Dissemination,Awareness Raising and Information Dissemination,,Serbia
World Vision,World Vision,Serbia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Serbia
World Vision,World Vision,Serbia,1,,,Psychosocial Support,Psychosocial Support,,Serbia
Serbian Red Cross,Serbian Red Cross,Serbia,1,,,Restoring family links,Restoring family links,,Serbia
UNHCR,UNHCR,United Kingdom,1,,,Advocacy,Advocacy,,United Kingdom
UNHCR,UNHCR,United Kingdom,1,,,Border Monitoring,Border Monitoring,,United Kingdom
UNHCR,UNHCR,United Kingdom,1,,,Capacity Building,Capacity Building,,United Kingdom
UNHCR,UNHCR,United Kingdom,1,,,Detention Monitoring,Detention Monitoring,,United Kingdom
UNHCR,UNHCR,United Kingdom,1,,,Dublin Family Reunification,Dublin Family Reunification,,United Kingdom
UNHCR,UNHCR,United Kingdom,1,,,Integration,Integration,,United Kingdom
UNHCR,UNHCR,United Kingdom,1,,,Public Campaigning,Public Campaigning,,United Kingdom
UNHCR,UNHCR,United Kingdom,1,,,Resettlement,Resettlement,,United Kingdom
UNHCR,UNHCR,United Kingdom,1,,,Strategic Litigation,Strategic Litigation,,United Kingdom
UNICEF,UNICEF,United Kingdom,1,,,Advocacy,Advocacy,,United Kingdom
Asylum Aid (NGO),Asylum Aid (NGO),United Kingdom,1,,,Legal Counselling,Legal Counselling,,United Kingdom
British Red Cross,British Red Cross,United Kingdom,1,,,Restoring family links,Restoring family links,,United Kingdom
UNHCR,UNHCR,Bulgaria,1,,,Advocacy,Advocacy,,Bulgaria
UNHCR,UNHCR,Bulgaria,1,,,Border Monitoring,Border Monitoring,,Bulgaria
UNHCR,UNHCR,Bulgaria,1,,,Capacity Building,Capacity Building,,Bulgaria
UNHCR,UNHCR,Bulgaria,1,,,Child Protection Monitoring,Child Protection Monitoring,,Bulgaria
UNHCR,UNHCR,Bulgaria,1,,,Detention Monitoring,Detention Monitoring,,Bulgaria
UNHCR,UNHCR,Bulgaria,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Bulgaria
Bulgarian Helsinki Committee,Bulgarian Helsinki Committee,Bulgaria,1,,,Border monitoring,Border monitoring,,Bulgaria
Bulgarian Helsinki Committee,Bulgarian Helsinki Committee,Bulgaria,1,,,Child protection monitoring,Child protection monitoring,,Bulgaria
Bulgarian Helsinki Committee,Bulgarian Helsinki Committee,Bulgaria,1,,,Detention monitoring,Detention monitoring,,Bulgaria
Bulgarian Helsinki Committee,Bulgarian Helsinki Committee,Bulgaria,1,,,Legal Counselling,Legal Counselling,,Bulgaria
Bulgarian Helsinki Committee,Bulgarian Helsinki Committee,Bulgaria,1,,,Strategic litigation,Strategic litigation,,Bulgaria
Bulgarian Red Cross,Bulgarian Red Cross,Bulgaria,1,,,Advocacy,Advocacy,,Bulgaria
Bulgarian Red Cross,Bulgarian Red Cross,Bulgaria,1,,,Capacity building,Capacity building,,Bulgaria
Bulgarian Red Cross,Bulgarian Red Cross,Bulgaria,1,,,Communication with children,Communication with children,,Bulgaria
Bulgarian Red Cross,Bulgarian Red Cross,Bulgaria,1,,,Family tracing,Family tracing,,Bulgaria
Bulgarian Red Cross,Bulgarian Red Cross,Bulgaria,1,,,Other direct assistance,Other direct assistance,,Bulgaria
Bulgarian Red Cross,Bulgarian Red Cross,Bulgaria,1,,,Public campaigning,Public campaigning,,Bulgaria
Bulgarian Red Cross,Bulgarian Red Cross,Bulgaria,1,,,Integration,Integration,,Bulgaria
Bulgarian Red Cross,Bulgarian Red Cross,Bulgaria,1,,,Restoring family links,Restoring family links,,Bulgaria
Council for Refugee Women,Council for Refugee Women,Bulgaria,1,,,Communication with children,Communication with children,,Bulgaria
Council for Refugee Women,Council for Refugee Women,Bulgaria,1,,,Integration,Integration,,Bulgaria
Council for Refugee Women,Council for Refugee Women,Bulgaria,1,,,Other direct assistance,Other direct assistance,,Bulgaria
Bulgarian Centre for Refugees and Migrants,Bulgarian Centre for Refugees and Migrants,Bulgaria,1,,,Advocacy,Advocacy,,Bulgaria
UNHCR,UNHCR,Bulgaria,1,,,Communication with children,Communication with children,,Bulgaria
Bulgarian Helsinki Committee,Bulgarian Helsinki Committee,Bulgaria,1,,,Communication with children,Communication with children,,Bulgaria
Bulgarian Helsinki Committee,Bulgarian Helsinki Committee,Bulgaria,1,,,Dublin Family reunification,Dublin Family reunification,,Bulgaria
Save the Children,Save the Children,Bulgaria,1,,,Assessment,Assessment,,Bulgaria
UNHCR,UNHCR,Poland,1,,,Integration,Integration,,Poland
Ombudsman for Child’s Rights,Ombudsman for Child’s Rights,Poland,1,,,Detention Monitoring,Detention Monitoring,,Poland
Ombudsman for Child’s Rights,Ombudsman for Child’s Rights,Poland,1,,,Improving reception facilities,Improving reception facilities,,Poland
Ombudsman for Child’s Rights,Ombudsman for Child’s Rights,Poland,1,,,Integration,Integration,,Poland
Nobody’s Children Foundation,Nobody’s Children Foundation,Poland,1,,,Integration,Integration,,Poland
Foundation for Social Diversity,Foundation for Social Diversity,Poland,1,,,Integration,Integration,,Poland
Foundation for Social Diversity,Foundation for Social Diversity,Poland,1,,,Improving reception facilities,Improving reception facilities,,Poland
Vox Humana,Vox Humana,Poland,1,,,Integration,Integration,,Poland
Refugee.pl,Refugee.pl,Poland,1,,,Integration,Integration,,Poland
Refugee.pl,Refugee.pl,Poland,1,,,Improving reception facilities,Improving reception facilities,,Poland
Association for Legal Intervention,Association for Legal Intervention,Poland,1,,,Integration,Integration,,Poland
Helsinki Foundation for Human Rights,Helsinki Foundation for Human Rights,Poland,1,,,Legal Counselling,Legal Counselling,,Poland
Association for Legal Intervention,Association for Legal Intervention,Poland,1,,,Legal Counselling,Legal Counselling,,Poland
Refugee.pl,Refugee.pl,Poland,1,,,Legal Counselling,Legal Counselling,,Poland
Halina Niec Legal Aid Centre,Halina Niec Legal Aid Centre,Poland,1,,,Legal Counselling,Legal Counselling,,Poland
International Humanitarian Initiative,International Humanitarian Initiative,Poland,1,,,Improving reception facilities,Improving reception facilities,,Poland
International Humanitarian Initiative,International Humanitarian Initiative,Poland,1,,,Detention Monitoring,Detention Monitoring,,Poland
UNICEF,UNICEF,Albania,1,,,Coordination,Coordination,,Albania
Albanian Red Cross,Albanian Red Cross,Albania,1,,,Restoring family links,Restoring family links,,Albania
UNICEF,UNICEF,Germany,1,,,Capacity Building,Capacity Building,,Germany
UNICEF,UNICEF,Germany,1,,,Child Friendly Spaces,Child Friendly Spaces,,Germany
German Red Cross,German Red Cross,Germany,1,,,Restoring family links,Restoring family links,,Germany
UNICEF-Natcoms,UNICEF-Natcoms,Netherlands,1,,,Advocacy,Advocacy,,Netherlands
Save the Children,Save the Children,Netherlands,1,,,Child Friendly Spaces,Child Friendly Spaces,,Netherlands
UNHCR,UNHCR,Spain,1,,,Child Protection Monitoring,Child Protection Monitoring,,Spain
Save the Children,Save the Children,Spain,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Spain
UNHCR,UNHCR,Spain,1,,,Family Tracing,Family Tracing,,Spain
UNHCR,UNHCR,Spain,1,,,Awareness Raising and Information Dissemination,Awareness Raising and Information Dissemination,,Spain
UNHCR,UNHCR,Spain,1,,,Capacity Building,Capacity Building,,Spain
UNHCR,UNHCR,Spain,1,,,Legal Counselling,Legal Counselling,,Spain
UNICEF,UNICEF,Spain,1,,,Advocacy,Advocacy,,Spain
UNICEF,UNICEF,Spain,1,,,Communication with Children,Communication with Children,,Spain
UNICEF,UNICEF,Spain,1,,,Public Campaigning,Public Campaigning,,Spain
Spanish Red Cross,Spanish Red Cross,Spain,1,,,Restoring family links,Restoring family links,,Spain
French Natcom,French Natcom,France,1,,,Advocacy,Advocacy,,France
French Red Cross,French Red Cross,France,1,,,Restoring family links,Restoring family links,,France
Solidarity now (Piraeus Port),Solidarity now (Piraeus Port),Greece,1,,,Legal Counselling,Legal Counselling,,Greece
Solidarity now (Piraeus Port),Solidarity now (Piraeus Port),Greece,1,,,Psychosocial Support,Psychosocial Support,,Greece
Solidarity now (Piraeus Port),Solidarity now (Piraeus Port),Greece,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Greece
FAROS (Victoria Square),FAROS (Victoria Square),Greece,1,,,Child Friendly Spaces,Child Friendly Spaces,,Greece
FAROS (Victoria Square),FAROS (Victoria Square),Greece,1,,,Legal Counselling,Legal Counselling,,Greece
FAROS (Victoria Square),FAROS (Victoria Square),Greece,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Greece
"ARSIS (Malakasa, Elaionas, Schisto, Ritsona, Skarmagas, Karvali, Drama, Eleftheroupoli)","ARSIS (Malakasa, Elaionas, Schisto, Ritsona, Skarmagas, Karvali, Drama, Eleftheroupoli)",Greece,1,,,Legal Counselling,Legal Counselling,,Greece
ARSIS,ARSIS,Greece,1,,,Psychosocial Support,Psychosocial Support,,Greece
ARSIS,ARSIS,Greece,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,,Greece
ICRC,ICRC,Greece,1,,,Detention Monitoring,Detention Monitoring,,Greece
Hellenic Red Cross,Hellenic Red Cross,Greece,1,,,Restoring family links,Restoring family links,,Greece
ICRC,ICRC,Greece,1,,,Detention Monitoring,Detention Monitoring,,Greece
Hellenic Red Cross,Hellenic Red Cross,Greece,1,,,Restoring family links,Restoring family links,,Greece
UNICEF,UNICEF,Austria,1,,,Advocacy,Advocacy,,Austria
UNICEF,UNICEF,Austria,1,,,BIA,BIA,,Austria
UNICEF,UNICEF,Austria,1,,,BID,BID,,Austria
UNICEF,UNICEF,Austria,1,,,Advocacy,Advocacy,,Austria
UNICEF and Civil Society partners,UNICEF and Civil Society partners,Austria,1,,,Advocacy,Advocacy,,Austria
Austrian Red Cross,Austrian Red Cross,Austria,1,,,Restoring family links,Restoring family links,,Austria
Luxembourg Red Cross,Luxembourg Red Cross,Luxembourg,1,,,Restoring family links,Restoring family links,,Luxembourg
Swiss Red Cross,Swiss Red Cross,Switzerland,1,,,Restoring family links,Restoring family links,,Switzerland
